year,month,store_key,store_name,district,total_hours,overtime_hours,labor_cost,headcount,avg_hourly_cost
2025,12,4,SuperChampion Givatayim,Tel Aviv,1866.9,970.5,70473.30,10,37.75
2024,1,5,SuperChampion Holon,Tel Aviv,1576.3,838.5,64044.01,9,40.63
2024,2,5,SuperChampion Holon,Tel Aviv,1439.9,755.1,58771.53,9,40.82
2024,3,5,SuperChampion Holon,Tel Aviv,1513.0,807.8,61732.33,9,40.80
2024,4,5,SuperChampion Holon,Tel Aviv,1517.2,785.1,61932.68,9,40.82
2024,5,5,SuperChampion Holon,Tel Aviv,1575.2,806.5,64872.21,10,41.18
2024,6,5,SuperChampion Holon,Tel Aviv,1659.5,868.2,70712.70,10,42.61
2024,7,5,SuperChampion Holon,Tel Aviv,1772.1,866.5,75683.30,10,42.71
2024,8,5,SuperChampion Holon,Tel Aviv,1623.4,832.0,69373.79,10,42.73
2024,9,5,SuperChampion Holon,Tel Aviv,1761.5,977.3,75143.70,10,42.66
2024,10,5,SuperChampion Holon,Tel Aviv,1596.5,804.0,68134.92,10,42.68
2024,11,5,SuperChampion Holon,Tel Aviv,1603.8,899.5,68402.12,10,42.65
2024,12,5,SuperChampion Holon,Tel Aviv,1855.1,915.9,79121.95,10,42.65
2025,1,5,SuperChampion Holon,Tel Aviv,1802.5,921.7,76880.63,10,42.65
2025,2,5,SuperChampion Holon,Tel Aviv,1555.1,837.7,66320.07,10,42.65
2025,3,5,SuperChampion Holon,Tel Aviv,1685.4,745.1,71952.70,10,42.69
2025,4,5,SuperChampion Holon,Tel Aviv,1808.8,897.6,78090.34,11,43.17
2025,5,5,SuperChampion Holon,Tel Aviv,1750.1,990.3,75673.25,11,43.24
2025,6,5,SuperChampion Holon,Tel Aviv,1861.5,869.1,80394.94,11,43.19
2025,7,5,SuperChampion Holon,Tel Aviv,1978.7,982.0,85486.45,11,43.20
2025,8,5,SuperChampion Holon,Tel Aviv,1764.0,943.5,76118.38,11,43.15
2025,9,5,SuperChampion Holon,Tel Aviv,1846.7,925.1,79643.64,11,43.13
2025,10,5,SuperChampion Holon,Tel Aviv,1607.3,866.8,69311.43,11,43.12
2025,11,5,SuperChampion Holon,Tel Aviv,1878.8,1041.0,81137.80,11,43.19
2025,12,5,SuperChampion Holon,Tel Aviv,1834.3,898.9,79179.06,11,43.17
2024,1,6,SuperChampion Bat Yam,Tel Aviv,1130.5,511.0,52542.61,8,46.48
2024,2,6,SuperChampion Bat Yam,Tel Aviv,1350.6,707.3,61342.68,9,45.42
2024,3,6,SuperChampion Bat Yam,Tel Aviv,1548.2,756.7,68847.81,9,44.47
2024,4,6,SuperChampion Bat Yam,Tel Aviv,1544.3,681.4,68645.67,9,44.45
2024,5,6,SuperChampion Bat Yam,Tel Aviv,1581.8,826.9,70332.04,9,44.46
2024,6,6,SuperChampion Bat Yam,Tel Aviv,1618.6,822.8,71479.34,10,44.16
2024,7,6,SuperChampion Bat Yam,Tel Aviv,1778.9,914.8,78323.78,10,44.03
2024,8,6,SuperChampion Bat Yam,Tel Aviv,1618.1,743.5,71251.55,10,44.03
2024,9,6,SuperChampion Bat Yam,Tel Aviv,1757.4,931.4,77295.05,10,43.98
2024,10,6,SuperChampion Bat Yam,Tel Aviv,1586.7,770.9,69752.20,10,43.96
2024,11,6,SuperChampion Bat Yam,Tel Aviv,1623.7,851.8,72515.88,11,44.66
2024,12,6,SuperChampion Bat Yam,Tel Aviv,2060.2,991.4,99079.15,11,48.09
2025,1,6,SuperChampion Bat Yam,Tel Aviv,2020.2,1082.2,97048.54,11,48.04
2025,2,6,SuperChampion Bat Yam,Tel Aviv,1735.9,905.3,83544.48,11,48.13
2025,3,6,SuperChampion Bat Yam,Tel Aviv,1914.9,1116.3,92007.06,11,48.05
2025,4,6,SuperChampion Bat Yam,Tel Aviv,1980.8,1124.7,94619.43,12,47.77
2025,5,6,SuperChampion Bat Yam,Tel Aviv,1966.7,985.0,93178.46,12,47.38
2025,6,6,SuperChampion Bat Yam,Tel Aviv,2124.9,1054.7,100403.45,12,47.25
2025,7,6,SuperChampion Bat Yam,Tel Aviv,2251.3,1199.1,106541.88,12,47.32
2025,8,6,SuperChampion Bat Yam,Tel Aviv,2013.1,1149.0,95250.60,12,47.32
2025,9,6,SuperChampion Bat Yam,Tel Aviv,2109.0,1170.4,99548.18,12,47.20
2025,10,6,SuperChampion Bat Yam,Tel Aviv,1817.1,949.0,85876.02,12,47.26
2025,11,6,SuperChampion Bat Yam,Tel Aviv,2128.8,1084.0,100652.80,12,47.28
2025,12,6,SuperChampion Bat Yam,Tel Aviv,2115.5,1271.1,100191.18,12,47.36
2024,1,7,SuperChampion Malha,Jerusalem,1706.9,1001.2,64766.37,8,37.94
2024,2,7,SuperChampion Malha,Jerusalem,1513.8,805.7,57438.07,8,37.94
2024,3,7,SuperChampion Malha,Jerusalem,1573.4,885.5,59721.72,8,37.96
2024,4,7,SuperChampion Malha,Jerusalem,1573.8,899.2,59697.14,8,37.93
2024,5,7,SuperChampion Malha,Jerusalem,1783.6,974.7,76414.10,9,42.84
2024,6,7,SuperChampion Malha,Jerusalem,1709.7,880.3,73913.32,9,43.23
2024,7,7,SuperChampion Malha,Jerusalem,1937.0,882.8,83436.84,10,43.08
2024,8,7,SuperChampion Malha,Jerusalem,1821.9,830.7,77966.91,10,42.79
2024,9,7,SuperChampion Malha,Jerusalem,1975.3,1062.6,84302.28,10,42.68
2024,10,7,SuperChampion Malha,Jerusalem,1808.7,1003.7,77313.88,10,42.75
2024,11,7,SuperChampion Malha,Jerusalem,1810.5,1028.5,77471.18,10,42.79
2024,12,7,SuperChampion Malha,Jerusalem,2151.0,1039.6,93174.54,11,43.32
2025,1,7,SuperChampion Malha,Jerusalem,2232.7,1129.5,98180.76,11,43.97
2025,2,7,SuperChampion Malha,Jerusalem,1923.9,943.4,84674.44,11,44.01
2025,3,7,SuperChampion Malha,Jerusalem,2114.9,1052.4,93041.41,11,43.99
2025,4,7,SuperChampion Malha,Jerusalem,2197.6,1154.8,97245.13,12,44.25
2025,5,7,SuperChampion Malha,Jerusalem,2170.7,1091.1,96449.60,12,44.43
2025,6,7,SuperChampion Malha,Jerusalem,2337.2,1172.0,103692.51,12,44.37
2025,7,7,SuperChampion Malha,Jerusalem,2480.8,1237.8,110212.86,12,44.43
2025,8,7,SuperChampion Malha,Jerusalem,2200.9,1038.4,97803.43,12,44.44
2025,9,7,SuperChampion Malha,Jerusalem,2292.4,1084.0,101877.02,12,44.44
2025,10,7,SuperChampion Malha,Jerusalem,2005.6,1015.1,89042.15,12,44.40
2025,11,7,SuperChampion Malha,Jerusalem,2331.7,1149.1,103577.18,12,44.42
2025,12,7,SuperChampion Malha,Jerusalem,2305.4,1033.9,102546.64,12,44.48
2024,1,8,SuperChampion Talpiot,Jerusalem,1055.9,568.4,48368.66,5,45.81
2024,2,8,SuperChampion Talpiot,Jerusalem,996.2,504.5,45256.70,6,45.43
2024,3,8,SuperChampion Talpiot,Jerusalem,1175.3,606.9,52460.41,6,44.64
2024,4,8,SuperChampion Talpiot,Jerusalem,1169.5,616.1,52258.99,6,44.68
2024,5,8,SuperChampion Talpiot,Jerusalem,1193.2,596.5,53314.46,6,44.68
2024,6,8,SuperChampion Talpiot,Jerusalem,1136.6,508.1,50765.55,6,44.66
2024,7,8,SuperChampion Talpiot,Jerusalem,1234.1,581.1,55067.80,6,44.62
2024,8,8,SuperChampion Talpiot,Jerusalem,1130.0,574.7,50459.27,6,44.65
2024,9,8,SuperChampion Talpiot,Jerusalem,1212.0,618.3,54198.17,6,44.72
2024,10,8,SuperChampion Talpiot,Jerusalem,1253.5,587.3,62062.81,7,49.51
2024,11,8,SuperChampion Talpiot,Jerusalem,1297.8,712.1,65385.46,7,50.38
2024,12,8,SuperChampion Talpiot,Jerusalem,1488.0,687.5,75079.70,7,50.46
2025,1,8,SuperChampion Talpiot,Jerusalem,1462.1,867.2,73755.49,7,50.44
2025,2,8,SuperChampion Talpiot,Jerusalem,1252.1,595.3,63282.07,7,50.54
2025,3,8,SuperChampion Talpiot,Jerusalem,1375.1,629.8,69449.92,7,50.51
2025,4,8,SuperChampion Talpiot,Jerusalem,1362.0,743.5,68710.18,7,50.45
2025,5,8,SuperChampion Talpiot,Jerusalem,1309.0,795.3,66198.30,7,50.57
2025,6,8,SuperChampion Talpiot,Jerusalem,1394.3,712.2,70359.19,7,50.46
2025,7,8,SuperChampion Talpiot,Jerusalem,1486.5,866.0,74868.59,7,50.37
2025,8,8,SuperChampion Talpiot,Jerusalem,1323.7,683.4,66967.74,7,50.59
2025,9,8,SuperChampion Talpiot,Jerusalem,1367.9,659.9,68972.73,7,50.42
2025,10,8,SuperChampion Talpiot,Jerusalem,1194.5,597.6,60396.44,7,50.56
2025,11,8,SuperChampion Talpiot,Jerusalem,1401.9,789.0,70803.37,7,50.51
2025,12,8,SuperChampion Talpiot,Jerusalem,1396.3,848.7,70409.59,7,50.43
2024,1,9,SuperChampion Givat Shaul,Jerusalem,764.1,334.2,34358.08,4,44.97
2024,2,9,SuperChampion Givat Shaul,Jerusalem,715.1,411.4,32396.32,5,45.30
2024,3,9,SuperChampion Givat Shaul,Jerusalem,931.2,498.5,49689.96,5,53.36
2024,4,9,SuperChampion Givat Shaul,Jerusalem,1039.9,546.5,53426.44,6,51.38
2024,5,9,SuperChampion Givat Shaul,Jerusalem,1145.8,586.6,57384.37,6,50.08
2024,6,9,SuperChampion Givat Shaul,Jerusalem,1095.0,562.8,54829.46,6,50.07
2024,7,9,SuperChampion Givat Shaul,Jerusalem,1168.5,526.5,58620.82,6,50.17
2024,8,9,SuperChampion Givat Shaul,Jerusalem,1078.5,518.6,54007.46,6,50.08
2024,9,9,SuperChampion Givat Shaul,Jerusalem,1307.9,675.8,64277.95,7,49.15
2024,10,9,SuperChampion Givat Shaul,Jerusalem,1193.9,592.3,58569.42,7,49.06
2024,11,9,SuperChampion Givat Shaul,Jerusalem,1188.9,559.9,58561.44,7,49.26
2024,12,9,SuperChampion Givat Shaul,Jerusalem,1395.2,808.2,68522.90,7,49.11
2025,1,9,SuperChampion Givat Shaul,Jerusalem,1340.1,651.2,65803.39,7,49.10
2025,2,9,SuperChampion Givat Shaul,Jerusalem,1155.0,595.2,56837.44,7,49.21
2025,3,9,SuperChampion Givat Shaul,Jerusalem,1275.7,676.7,62674.36,7,49.13
2025,4,9,SuperChampion Givat Shaul,Jerusalem,1252.6,665.3,61723.75,7,49.28
2025,5,9,SuperChampion Givat Shaul,Jerusalem,1299.8,654.1,62473.91,8,48.06
2025,6,9,SuperChampion Givat Shaul,Jerusalem,1492.0,767.1,70572.02,8,47.30
2025,7,9,SuperChampion Givat Shaul,Jerusalem,1584.4,838.7,74953.13,8,47.31
2025,8,9,SuperChampion Givat Shaul,Jerusalem,1402.6,711.7,66367.13,8,47.32
2025,9,9,SuperChampion Givat Shaul,Jerusalem,1460.1,764.5,69329.36,8,47.48
2025,10,9,SuperChampion Givat Shaul,Jerusalem,1270.8,623.2,60230.24,8,47.40
2025,11,9,SuperChampion Givat Shaul,Jerusalem,1477.1,697.4,69773.77,8,47.24
2025,12,9,SuperChampion Givat Shaul,Jerusalem,1477.0,779.2,69777.77,8,47.24
2024,1,10,SuperChampion Grand Canyon,Haifa,418.9,180.6,21880.48,2,52.23
2024,2,10,SuperChampion Grand Canyon,Haifa,386.4,306.1,20156.60,2,52.17
2024,3,10,SuperChampion Grand Canyon,Haifa,386.6,129.8,20169.90,2,52.17
2024,4,10,SuperChampion Grand Canyon,Haifa,391.1,189.6,20382.08,2,52.11
2024,5,10,SuperChampion Grand Canyon,Haifa,399.9,242.2,20865.20,2,52.18
2024,6,10,SuperChampion Grand Canyon,Haifa,378.3,169.6,19712.41,2,52.11
2024,7,10,SuperChampion Grand Canyon,Haifa,407.2,183.9,21256.10,2,52.20
2024,8,10,SuperChampion Grand Canyon,Haifa,382.3,247.3,19951.79,2,52.19
2024,9,10,SuperChampion Grand Canyon,Haifa,561.2,326.7,27502.77,3,49.01
2024,10,10,SuperChampion Grand Canyon,Haifa,727.3,367.3,33490.51,4,46.05
2024,11,10,SuperChampion Grand Canyon,Haifa,736.0,309.6,33841.09,4,45.98
2024,12,10,SuperChampion Grand Canyon,Haifa,1012.8,550.5,45376.41,6,44.80
2025,1,10,SuperChampion Grand Canyon,Haifa,1199.6,660.3,52496.91,6,43.76
2025,2,10,SuperChampion Grand Canyon,Haifa,1028.0,547.2,44946.18,6,43.72
2025,3,10,SuperChampion Grand Canyon,Haifa,1130.5,550.8,49335.60,6,43.64
2025,4,10,SuperChampion Grand Canyon,Haifa,1108.9,544.5,48531.66,6,43.77
2025,5,10,SuperChampion Grand Canyon,Haifa,1169.3,599.3,51341.18,8,43.91
2025,6,10,SuperChampion Grand Canyon,Haifa,1484.6,717.5,66523.95,8,44.81
2025,7,10,SuperChampion Grand Canyon,Haifa,1597.9,985.1,71708.57,8,44.88
2025,8,10,SuperChampion Grand Canyon,Haifa,1398.3,640.2,62730.74,8,44.86
2025,9,10,SuperChampion Grand Canyon,Haifa,1475.1,867.8,66157.31,8,44.85
2025,10,10,SuperChampion Grand Canyon,Haifa,1272.8,620.2,57134.85,8,44.89
2025,11,10,SuperChampion Grand Canyon,Haifa,1480.5,735.9,66413.09,8,44.86
2025,12,10,SuperChampion Grand Canyon,Haifa,1460.3,680.6,65510.48,8,44.86
2024,1,11,SuperChampion Hadar,Haifa,995.3,481.4,49088.12,5,49.32
2024,2,11,SuperChampion Hadar,Haifa,891.1,475.9,44015.45,5,49.39
2024,3,11,SuperChampion Hadar,Haifa,924.6,437.3,45497.99,5,49.21
2024,4,11,SuperChampion Hadar,Haifa,926.0,479.2,45506.76,5,49.14
2024,5,11,SuperChampion Hadar,Haifa,938.0,402.7,46267.73,5,49.33
2024,6,11,SuperChampion Hadar,Haifa,902.4,507.9,44477.78,5,49.29
2024,7,11,SuperChampion Hadar,Haifa,975.4,532.7,48241.37,5,49.46
2024,8,11,SuperChampion Hadar,Haifa,939.3,550.4,45653.07,6,48.60
2024,9,11,SuperChampion Hadar,Haifa,1158.3,591.7,54123.47,6,46.73
2024,10,11,SuperChampion Hadar,Haifa,1052.2,446.0,48989.42,6,46.56
2024,11,11,SuperChampion Hadar,Haifa,1055.7,474.6,49060.22,6,46.47
2024,12,11,SuperChampion Hadar,Haifa,1345.1,657.3,61372.99,7,45.63
2025,1,11,SuperChampion Hadar,Haifa,1500.2,758.2,68233.41,8,45.48
2025,2,11,SuperChampion Hadar,Haifa,1391.9,705.9,63182.05,8,45.39
2025,3,11,SuperChampion Hadar,Haifa,1631.1,753.0,73435.15,9,45.02
2025,4,11,SuperChampion Hadar,Haifa,1629.4,700.7,73161.20,9,44.90
2025,5,11,SuperChampion Hadar,Haifa,1552.5,705.9,69773.69,9,44.94
2025,6,11,SuperChampion Hadar,Haifa,1685.4,834.2,75562.56,9,44.83
2025,7,11,SuperChampion Hadar,Haifa,1788.3,934.2,80212.99,9,44.85
2025,8,11,SuperChampion Hadar,Haifa,1603.4,894.3,72066.60,9,44.95
2025,9,11,SuperChampion Hadar,Haifa,1663.2,848.4,74679.97,9,44.90
2025,10,11,SuperChampion Hadar,Haifa,1450.4,813.0,64958.69,9,44.79
2025,11,11,SuperChampion Hadar,Haifa,1691.8,909.3,75855.28,9,44.84
2025,12,11,SuperChampion Hadar,Haifa,1658.6,770.1,74422.84,9,44.87
2024,1,12,SuperChampion Krayot,Haifa,1938.3,959.1,84053.90,11,43.36
2024,2,12,SuperChampion Krayot,Haifa,1947.5,990.6,88778.26,12,45.59
2024,3,12,SuperChampion Krayot,Haifa,2105.2,1144.9,97873.44,12,46.49
2024,4,12,SuperChampion Krayot,Haifa,2091.8,997.9,97089.20,12,46.41
2024,5,12,SuperChampion Krayot,Haifa,2120.6,1020.0,98628.52,12,46.51
2024,6,12,SuperChampion Krayot,Haifa,2030.8,937.9,94338.63,12,46.45
2024,7,12,SuperChampion Krayot,Haifa,2259.5,1282.3,104756.35,13,46.36
2024,8,12,SuperChampion Krayot,Haifa,2292.7,1394.8,104488.15,14,45.57
2024,9,12,SuperChampion Krayot,Haifa,2523.5,1341.8,114510.76,14,45.38
2024,10,12,SuperChampion Krayot,Haifa,2299.3,1205.2,104438.04,14,45.42
2024,11,12,SuperChampion Krayot,Haifa,2294.3,1180.2,104429.87,14,45.52
2024,12,12,SuperChampion Krayot,Haifa,2668.9,1465.5,121066.33,14,45.36
2025,1,12,SuperChampion Krayot,Haifa,2568.3,1338.3,116664.43,14,45.42
2025,2,12,SuperChampion Krayot,Haifa,2212.3,1140.6,100571.70,14,45.46
2025,3,12,SuperChampion Krayot,Haifa,2436.7,1323.7,110563.00,14,45.37
2025,4,12,SuperChampion Krayot,Haifa,2390.5,1220.4,108579.83,14,45.42
2025,5,12,SuperChampion Krayot,Haifa,2306.3,1285.6,104778.69,14,45.43
2025,6,12,SuperChampion Krayot,Haifa,2480.2,1333.0,112557.99,14,45.38
2025,7,12,SuperChampion Krayot,Haifa,2605.8,1283.6,118333.92,14,45.41
2025,8,12,SuperChampion Krayot,Haifa,2320.8,1171.2,105550.35,14,45.48
2025,9,12,SuperChampion Krayot,Haifa,2440.5,1250.7,110756.22,14,45.38
2025,10,12,SuperChampion Krayot,Haifa,2090.5,912.6,94956.78,14,45.42
2025,11,12,SuperChampion Krayot,Haifa,2479.6,1378.7,112558.65,14,45.39
2025,12,12,SuperChampion Krayot,Haifa,2436.2,1281.2,110601.07,14,45.40
2024,1,13,SuperChampion Ir Yamim,Central,2572.0,1273.2,118077.23,13,45.91
2024,2,13,SuperChampion Ir Yamim,Central,2451.0,1276.1,111675.19,14,45.56
2024,3,13,SuperChampion Ir Yamim,Central,2595.2,1399.4,117654.84,14,45.34
2024,4,13,SuperChampion Ir Yamim,Central,2578.7,1318.7,116980.62,14,45.36
2024,5,13,SuperChampion Ir Yamim,Central,2642.2,1441.5,120013.26,14,45.42
2024,6,13,SuperChampion Ir Yamim,Central,2521.9,1316.1,114518.83,14,45.41
2024,7,13,SuperChampion Ir Yamim,Central,2717.6,1477.6,123412.98,14,45.41
2024,8,13,SuperChampion Ir Yamim,Central,2482.2,1247.3,112871.80,14,45.47
2024,9,13,SuperChampion Ir Yamim,Central,2681.1,1489.0,121678.83,14,45.38
2024,10,13,SuperChampion Ir Yamim,Central,2422.3,1085.9,109786.25,14,45.32
2024,11,13,SuperChampion Ir Yamim,Central,2428.0,1139.3,110216.77,14,45.39
2024,12,13,SuperChampion Ir Yamim,Central,2823.3,1449.9,128243.03,14,45.42
